-46,-45,-90,73,1034
-44,-45,-89,7,1067
-45,-45,-80,40,1058
-44,-45,-73,10,1064
-45,-45,-65,34,1054
-44,-45,-57,403,1079
-44,-45,-49,293,1062
-43,-45,-41,949,1086
-43,-45,-33,936,1080
-43,-45,-25,284,1080
-42,-45,-17,1113,1112
-44,-45,-9,86,1074
-40,-45,-1,1146,1145
-43,-45,8,1091,1090
-39,-45,16,1176,1175
-41,-45,24,1126,1125
-44,-45,32,1065,1064
-38,-45,40,1200,1199
-41,-45,48,1136,1135
-38,-45,56,1196,1195
-40,-45,64,972,1145
-41,-45,72,1128,1127
-41,-45,80,1125,1124
-41,-45,88,769,1139
-37,-41,-90,54,1233
-37,-41,-89,31,1233
-36,-41,-80,5,1249
-36,-41,-73,39,1249
-36,-41,-65,1252,1251
-35,-41,-57,1281,1280
-37,-41,-49,1245,1244
-37,-41,-41,837,1232
-35,-41,-33,878,1303
-37,-41,-25,829,1231
-34,-41,-17,1313,1312
-35,-41,-9,1279,1278
-34,-41,-1,1325,1324
-34,-41,8,1310,1309
-36,-41,16,1256,1255
-32,-41,24,1386,1385
-34,-41,32,1323,1322
-34,-41,40,1337,1336
-32,-41,48,1399,1398
-33,-41,56,1350,1349
-31,-41,64,1441,1440
-35,-41,72,1299,1298
-32,-41,80,162,1399
-34,-41,88,72,1327
-28,-33,-90,136,1555
-29,-33,-89,90,1532
-29,-33,-80,1533,1532
-29,-33,-73,1519,1518
-28,-33,-65,1587,1586
-29,-33,-57,1510,1509
-29,-33,-49,1543,1542
-28,-33,-41,695,1567
-28,-33,-33,569,1548
-27,-33,-25,554,1629
-28,-33,-17,1569,1568
-26,-33,-9,1691,1690
-27,-33,-1,1621,1620
-27,-33,8,1647,1646
-25,-33,16,1735,1734
-27,-33,24,1642,1641
-22,-33,32,1928,1927
-26,-33,40,1697,1696
-24,-33,48,1822,1821
-24,-33,56,1798,1797
-25,-33,64,1746,1745
-24,-33,72,1059,1824
-30,-33,80,1054,1460
-24,-33,88,851,1825
-22,-25,-90,1954,1953
-22,-25,-89,163,1967
-22,-25,-80,1997,1996
-22,-25,-73,278,1972
-20,-25,-65,2113,2112
-21,-25,-57,2023,2022
-21,-25,-49,644,2078
-21,-25,-41,579,2086
-21,-25,-33,559,2079
-20,-25,-25,548,2140
-20,-25,-17,610,2136
-20,-25,-9,2128,2127
-19,-25,-1,116,2244
-19,-25,8,1516,2259
-19,-25,16,1366,2275
-19,-25,24,455,2229
-16,-25,32,2575,2574
-18,-25,40,2376,2375
-18,-25,48,536,2401
-18,-25,56,2410,2409
-18,-25,64,249,2356
-20,-25,72,255,2168
-16,-25,80,567,2666
-19,-25,88,898,2235
-14,-17,-90,1258,2899
-14,-17,-89,3015,3014
-14,-17,-80,3016,3015
-14,-17,-73,2961,2960
-15,-17,-65,2891,2890
-13,-17,-57,3157,3156
-14,-17,-49,51,2921
-14,-17,-41,593,3097
-14,-17,-33,574,3066
-14,-17,-25,548,3064
-12,-17,-17,613,3337
-13,-17,-9,3150,3149
-11,-17,-1,3786,3785
-13,-17,8,3328,3327
-10,-17,16,1288,4013
-12,-17,24,1158,3585
-13,-17,32,1145,3224
-9,-17,40,4601,4600
-11,-17,48,3691,3690
-9,-17,56,4565,4564
-10,-17,64,4288,4287
-10,-17,72,1073,4163
-8,-17,80,5070,5069
-11,-17,88,902,3917
-9,-9,-90,4677,4676
-7,-9,-89,5478,5477
-7,-9,-80,6125,6124
-7,-9,-73,1904,5499
-7,-9,-65,5830,5829
-6,-9,-57,192,6877
-6,-9,-49,652,6176
-7,-9,-41,525,5965
-6,-9,-33,122,7111
-7,-9,-25,519,5771
-4,-9,-17,571,9116
-6,-9,-9,6630,6629
-4,-9,-1,8680,8679
-4,-9,8,775,9575
-5,-9,16,805,7330
-4,-9,24,205,10071
-5,-9,32,7962,7961
-2,-9,40,14630,14629
-2,-9,48,17361,17360
-3,-9,56,11988,11987
-1,-9,64,31768,31767
-2,-9,72,14685,14684
-3,-9,80,503,12630
-2,-9,88,832,19070
1,-1,-90,836,2730
0,-1,-89,2731,2730
0,-1,-80,496,2730
0,-1,-73,2731,2730
0,-1,-65,1476,2730
0,-1,-57,110509,189382
1,-1,-49,2731,2730
0,-1,-41,548,2730
2,-1,-33,530,2730
1,-1,-25,527,2730
0,-1,-17,543,2730
2,-1,-9,2731,2730
1,-1,-1,2731,2730
3,-1,8,2731,2730
3,-1,16,336,2730
2,-1,24,361,2730
4,-1,32,2731,2730
1,-1,40,2731,2730
5,-1,48,2731,2730
4,-1,56,445,2730
2,-1,64,974,2730
5,-1,72,2731,2730
4,-1,80,2731,2730
5,-1,88,957,2730
7,8,-90,843,2730
7,8,-89,2731,2730
7,8,-80,609,2730
7,8,-73,12,2730
9,8,-65,1059,2730
8,8,-57,871,2730
8,8,-49,307,2730
9,8,-41,571,2730
8,8,-33,521,2730
10,8,-25,542,2730
9,8,-17,528,2730
9,8,-9,478,2730
11,8,-1,2731,2730
10,8,8,18,2730
11,8,16,2731,2730
10,8,24,2731,2730
10,8,32,2731,2730
12,8,40,2731,2730
11,8,48,767,2730
13,8,56,112,2730
11,8,64,2731,2730
10,8,72,2731,2730
15,8,80,104,2730
11,8,88,924,2730
13,16,-90,810,2730
15,16,-89,2731,2730
15,16,-80,2731,2730
14,16,-73,213,2730
14,16,-65,777,2730
16,16,-57,1408,2730
15,16,-49,632,2730
16,16,-41,607,2730
16,16,-33,526,2730
15,16,-25,395,2730
17,16,-17,702,2730
16,16,-9,652,2730
18,16,-1,2731,2730
17,16,8,2731,2730
19,16,16,1558,2730
18,16,24,183,2730
17,16,32,2731,2730
20,16,40,2731,2730
21,16,48,2731,2730
15,16,56,2731,2730
19,16,64,263,2730
19,16,72,370,2730
20,16,80,2731,2730
20,16,88,2731,2730
22,24,-90,974,2730
22,24,-89,1269,2730
21,24,-80,2731,2730
23,24,-73,236,2730
22,24,-65,379,2730
23,24,-57,213,2730
22,24,-49,620,2730
22,24,-41,79,2730
22,24,-33,505,2730
23,24,-25,512,2730
25,24,-17,507,2730
23,24,-9,503,2730
25,24,-1,518,2730
24,24,8,2731,2730
23,24,16,2731,2730
26,24,24,2731,2730
26,24,32,2731,2730
26,24,40,2731,2730
27,24,48,2731,2730
25,24,56,555,2730
25,24,64,2731,2730
26,24,72,2731,2730
26,24,80,1195,2730
26,24,88,521,2730
29,32,-90,2731,2730
29,32,-89,2731,2730
29,32,-80,2731,2730
30,32,-73,938,2730
29,32,-65,92,2730
28,32,-57,2731,2730
29,32,-49,1185,2730
30,32,-41,716,2730
31,32,-33,720,2730
31,32,-25,674,2730
31,32,-17,166,2730
31,32,-9,473,2730
31,32,-1,341,2730
33,32,8,2731,2730
33,32,16,430,2730
32,32,24,965,2730
32,32,32,2731,2730
32,32,40,2731,2730
32,32,48,2731,2730
34,32,56,2731,2730
33,32,64,485,2730
33,32,72,274,2730
33,32,80,2731,2730
28,32,88,2731,2730
35,40,-90,2731,2730
36,40,-89,2731,2730
37,40,-80,112,2730
34,40,-73,2731,2730
35,40,-65,2731,2730
38,40,-57,2466,2730
36,40,-49,2731,2730
39,40,-41,805,2730
37,40,-33,908,2730
38,40,-25,850,2730
38,40,-17,224,2730
38,40,-9,1034,2730
37,40,-1,2731,2730
39,40,8,52,2730
38,40,16,2731,2730
40,40,24,2731,2730
39,40,32,2731,2730
40,40,40,2731,2730
41,40,48,1871,2730
38,40,56,1079,2730
41,40,64,1248,2730
40,40,72,2731,2730
41,40,80,2731,2730
44,40,88,2731,2730
44,40,88,2731,2730
