-45,-45,-90,97,1049
-45,-45,-89,24,1058
-44,-45,-80,15,1064
-44,-45,-73,71,1061
-43,-45,-65,19,1088
-43,-45,-57,594,1086
-44,-45,-49,1063,1062
-42,-45,-41,1105,1104
-44,-45,-33,1062,1061
-41,-45,-25,1133,1132
-43,-45,-17,1094,1093
-41,-45,-9,1125,1124
-41,-45,-1,1126,1125
-43,-45,8,1092,1091
-40,-45,16,1162,1161
-43,-45,24,1091,1090
-38,-45,32,1208,1207
-43,-45,40,1085,1084
-38,-45,48,1212,1211
-41,-45,56,1140,1139
-39,-45,64,1168,1167
-39,-45,72,1187,1186
-40,-45,80,1166,1165
-38,-45,88,844,1197
-37,-41,-90,81,1234
-37,-41,-89,62,1229
-38,-41,-80,33,1215
-37,-41,-73,156,1228
-36,-41,-65,423,1256
-37,-41,-57,1243,1242
-36,-41,-49,1268,1267
-37,-41,-41,1246,1245
-35,-41,-33,1293,1292
-36,-41,-25,1268,1267
-35,-41,-17,1282,1281
-35,-41,-9,1289,1288
-35,-41,-1,1286,1285
-34,-41,8,1330,1329
-34,-41,16,1326,1325
-33,-41,24,1365,1364
-34,-41,32,1315,1314
-31,-41,40,1428,1427
-33,-41,48,1361,1360
-31,-41,56,1455,1454
-32,-41,64,1380,1379
-32,-41,72,1415,1414
-35,-41,80,92,1300
-33,-41,88,694,1341
-32,-33,-90,181,1403
-29,-33,-89,255,1517
-29,-33,-80,1175,1523
-29,-33,-73,54,1527
-29,-33,-65,746,1513
-28,-33,-57,1558,1557
-29,-33,-49,1521,1520
-27,-33,-41,971,1597
-29,-33,-33,1526,1525
-26,-33,-25,1663,1662
-28,-33,-17,1580,1579
-26,-33,-9,1692,1691
-27,-33,-1,89,1641
-26,-33,8,1687,1686
-25,-33,16,1735,1734
-26,-33,24,876,1680
-24,-33,32,1841,1840
-22,-33,40,1978,1977
-23,-33,48,399,1876
-25,-33,56,1638,1739
-27,-33,64,1648,1647
-23,-33,72,1121,1860
-22,-33,80,775,1973
-22,-33,88,896,1955
-20,-25,-90,2153,2152
-22,-25,-89,0,1978
-22,-25,-80,1955,1954
-22,-25,-73,1973,1972
-22,-25,-65,1974,1973
-22,-25,-57,1957,1956
-21,-25,-49,2060,2059
-22,-25,-41,1936,1935
-20,-25,-33,2191,2190
-22,-25,-25,1977,1976
-19,-25,-17,2285,2284
-20,-25,-9,2150,2149
-18,-25,-1,2317,2316
-20,-25,8,2137,2136
-18,-25,16,1557,2358
-18,-25,24,1272,2393
-19,-25,32,2293,2292
-16,-25,40,2606,2605
-18,-25,48,2324,2323
-15,-25,56,2762,2761
-18,-25,64,2357,2356
-16,-25,72,996,2715
-16,-25,80,972,2582
-19,-25,88,888,2212
-16,-17,-90,2595,2594
-14,-17,-89,2961,2960
-14,-17,-80,3016,3015
-14,-17,-73,3017,3016
-13,-17,-65,3217,3216
-14,-17,-57,3062,3061
-13,-17,-49,785,3206
-13,-17,-41,3158,3157
-12,-17,-33,3381,3380
-12,-17,-25,3438,3437
-13,-17,-17,110,3273
-12,-17,-9,3513,3512
-12,-17,-1,3453,3452
-11,-17,8,3705,3704
-12,-17,16,1430,3561
-11,-17,24,3774,3773
-11,-17,32,1223,3861
-12,-17,40,554,3383
-10,-17,48,3999,3998
-12,-17,56,3357,3356
-10,-17,64,4270,4269
-10,-17,72,1058,4094
-10,-17,80,1341,4178
-10,-17,88,875,4077
-7,-9,-90,119,6003
-7,-9,-89,5825,5824
-7,-9,-80,5500,5499
-7,-9,-73,5637,5636
-7,-9,-65,5482,5481
-6,-9,-57,6199,6198
-6,-9,-49,6205,6204
-6,-9,-41,6406,6405
-6,-9,-33,6834,6833
-5,-9,-25,7985,7984
-5,-9,-17,3354,8337
-5,-9,-9,887,8272
-4,-9,-1,9962,9961
-6,-9,8,252,6368
-3,-9,16,11210,11209
-6,-9,24,7062,7061
-4,-9,32,9123,9122
-3,-9,40,909,11250
-3,-9,48,13481,13480
-4,-9,56,608,10108
-4,-9,64,10145,10144
-2,-9,72,17412,17411
-7,-9,80,5727,5726
-2,-9,88,903,14680
0,-1,-90,236,2730
0,-1,-89,2731,2730
