-43,-45,-90,109,1087
-44,-45,-89,57,1064
-44,-45,-80,18,1064
-44,-45,-73,9,1073
-44,-45,-65,57,1073
-43,-45,-57,661,1098
-44,-45,-49,1066,1065
-43,-45,-41,1091,1090
-44,-45,-33,1079,1078
-41,-45,-25,305,1131
-43,-45,-17,1097,1096
-42,-45,-9,440,1117
-41,-45,-1,1143,1142
-42,-45,8,1107,1106
-41,-45,16,1140,1139
-42,-45,24,1109,1108
-38,-45,32,1202,1201
-41,-45,40,64,1125
-38,-45,48,1203,1202
-41,-45,56,1143,1142
-39,-45,64,1175,1174
-40,-45,72,1164,1163
-42,-45,80,1102,1101
-38,-45,88,1202,1201
-36,-41,-90,107,1251
-37,-41,-89,52,1224
-37,-41,-80,26,1234
-37,-41,-73,89,1225
-37,-41,-65,1066,1246
-38,-41,-57,1205,1204
-36,-41,-49,1268,1267
-36,-41,-41,1263,1262
-36,-41,-33,1265,1264
-35,-41,-25,1290,1289
-36,-41,-17,1264,1263
-35,-41,-9,1304,1303
-36,-41,-1,1266,1265
-34,-41,8,934,1339
-34,-41,16,1314,1313
-34,-41,24,1328,1327
-33,-41,32,916,1343
-34,-41,40,1340,1339
-31,-41,48,1429,1428
-35,-41,56,1304,1303
-32,-41,64,1408,1407
-33,-41,72,1370,1369
-34,-41,80,1317,1316
-32,-41,88,1412,1411
-29,-33,-90,166,1514
-29,-33,-89,189,1522
-29,-33,-80,190,1517
-30,-33,-73,105,1474
-30,-33,-65,1493,1492
-28,-33,-57,1592,1591
-28,-33,-49,1567,1566
-28,-33,-41,1573,1572
-27,-33,-33,1619,1618
-28,-33,-25,1549,1548
-26,-33,-17,1657,1656
-27,-33,-9,1600,1599
-27,-33,-1,1611,1610
-27,-33,8,1627,1626
-27,-33,16,1599,1598
-25,-33,24,1735,1734
-25,-33,32,1766,1765
-23,-33,40,1861,1860
-26,-33,48,1675,1674
-23,-33,56,1146,1913
-26,-33,64,1709,1708
-29,-33,72,1174,1527
-22,-33,80,1013,1976
-24,-33,88,536,1796
-22,-25,-90,1922,1921
-22,-25,-89,1989,1988
-22,-25,-80,1962,1961
-21,-25,-73,2015,2014
-22,-25,-65,2002,2001
-21,-25,-57,2015,2014
-22,-25,-49,1968,1967
-20,-25,-41,162,2106
-22,-25,-33,1942,1941
-19,-25,-25,2252,2251
-21,-25,-17,2083,2082
-19,-25,-9,2215,2214
-19,-25,-1,243,2237
-19,-25,8,243,2229
-17,-25,16,2476,2475
-19,-25,24,1264,2222
-16,-25,32,2649,2648
-18,-25,40,452,2333
-17,-25,48,320,2465
-17,-25,56,306,2446
-18,-25,64,599,2339
-14,-25,72,1029,2916
-20,-25,80,584,2106
-16,-25,88,2661,2660
-14,-17,-90,1908,3070
-14,-17,-89,2961,2960
-14,-17,-80,2961,2960
-14,-17,-73,2951,2950
-13,-17,-65,3167,3166
-15,-17,-57,2805,2804
-13,-17,-49,263,3156
-14,-17,-41,2965,2964
-13,-17,-33,655,3270
-14,-17,-25,741,3034
-12,-17,-17,3510,3509
-12,-17,-9,3573,3572
-12,-17,-1,3486,3485
-11,-17,8,3652,3651
-12,-17,16,1029,3440
-10,-17,24,272,4096
-14,-17,32,447,2949
-13,-17,40,3276,3275
-11,-17,48,3921,3920
-11,-17,56,38,3621
-10,-17,64,4013,4012
-11,-17,72,1075,3842
-7,-17,80,1211,5799
-11,-17,88,3648,3647
-10,-9,-90,4169,4168
-8,-9,-89,5349,5348
-7,-9,-80,5457,5456
-7,-9,-73,5638,5637
-8,-9,-65,5191,5190
-7,-9,-57,6008,6007
-8,-9,-49,5317,5316
-6,-9,-41,6832,6831
-7,-9,-33,5583,5582
-5,-9,-25,7644,7643
-6,-9,-17,6412,6411
-5,-9,-9,7649,7648
-5,-9,-1,8022,8021
-5,-9,8,7357,7356
-3,-9,16,9084,11340
-5,-9,24,258,7650
-3,-9,32,13,12744
-4,-9,40,218,10037
-2,-9,48,734,18932
-3,-9,56,11946,11945
-4,-9,64,9119,9118
-4,-9,72,10107,10106
-5,-9,80,397,7665
-4,-9,88,10362,10361
1,-1,-90,2731,2730
0,-1,-89,1041,189899
0,-1,-80,998,2730
0,-1,-73,681,2730
0,-1,-65,1167,2730
0,-1,-57,228,2730
0,-1,-49,2731,2730
0,-1,-41,190232,190231
2,-1,-33,2731,2730
0,-1,-25,526,2730
2,-1,-17,2731,2730
1,-1,-9,2731,2730
1,-1,-1,2731,2730
3,-1,8,2731,2730
2,-1,16,503,2730
3,-1,24,2731,2730
2,-1,32,2731,2730
5,-1,40,2731,2730
3,-1,48,2731,2730
2,-1,56,2731,2730
4,-1,64,2731,2730
5,-1,72,2731,2730
2,-1,80,2731,2730
3,-1,88,2731,2730
6,8,-90,2731,2730
6,8,-89,2731,2730
8,8,-80,2731,2730
7,8,-73,1172,2730
7,8,-65,949,2730
8,8,-57,2731,2730
7,8,-49,2731,2730
9,8,-41,2731,2730
7,8,-33,2731,2730
10,8,-25,2731,2730
9,8,-17,2731,2730
8,8,-9,132,2730
10,8,-1,2731,2730
8,8,8,2731,2730
11,8,16,82,2730
10,8,24,2731,2730
13,8,32,2731,2730
11,8,40,2731,2730
